store_name,city,state,product_name,brand_name,category_name,model_year,list_price,quantity,extraction_timestamp,data_source
Santa Cruz Bikes,Santa Cruz,CA,Trek Fuel EX 9.8 27.5 Plus - 2017,Trek,Mountain Bikes,2017,5299.99,2,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro SR 1.1 - 2017,Haro,Mountain Bikes,2017,539.99,1,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro SR 1.2 - 2017,Haro,Mountain Bikes,2017,869.99,15,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro SR 1.3 - 2017,Haro,Mountain Bikes,2017,1409.99,19,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 9.8 - 2017,Trek,Mountain Bikes,2017,5299.99,21,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Emonda S 4 - 2017,Trek,Road Bikes,2017,1499.99,5,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 6 - 2017,Trek,Road Bikes,2017,3499.99,8,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Silque SLR 7 Women's - 2017,Trek,Road Bikes,2017,5999.99,29,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Silque SLR 8 Women's - 2017,Trek,Road Bikes,2017,6499.99,2,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Surly Steamroller - 2017,Surly,Road Bikes,2017,875.99,18,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Surly Ogre Frameset - 2017,Surly,Road Bikes,2017,749.99,17,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL Disc Frameset - 2017,Trek,Road Bikes,2017,3199.99,11,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane S 6 - 2017,Trek,Road Bikes,2017,2699.99,11,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR 6 Disc - 2017,Trek,Road Bikes,2017,5499.99,15,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Emonda S 5 - 2017,Trek,Road Bikes,2017,1999.99,1,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Madone 9.2 - 2017,Trek,Road Bikes,2017,4999.99,1,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane S 5 Disc - 2017,Trek,Road Bikes,2017,2599.99,22,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles ElectroLite - 2017,Sun Bicycles,Electric Bikes,2017,1559.99,19,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Powerfly 8 FS Plus - 2017,Trek,Electric Bikes,2017,4999.99,30,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Boone 7 - 2017,Trek,Cyclocross Bicycles,2017,3499.99,21,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Boone Race Shop Limited - 2017,Trek,Cyclocross Bicycles,2017,3499.99,4,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D - 2017,Electra,Cruisers Bicycles,2017,489.99,30,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles,Cruisers Bicycles,2017,346.99,10,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Revolutions 24 - 2017,Sun Bicycles,Cruisers Bicycles,2017,250.99,12,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Revolutions 24 - Girl's - 2017,Sun Bicycles,Cruisers Bicycles,2017,250.99,19,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Cruz 3 - 2017,Sun Bicycles,Cruisers Bicycles,2017,449.99,30,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Cruz 7 - 2017,Sun Bicycles,Cruisers Bicycles,2017,416.99,4,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Amsterdam Original 3i - 2015/2017,Electra,Cruisers Bicycles,2017,659.99,3,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles,Cruisers Bicycles,2017,416.99,25,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles,Cruisers Bicycles,2017,619.99,9,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Brickell Tandem 7 - 2017,Sun Bicycles,Cruisers Bicycles,2017,749.99,7,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux 1 - 2017,Electra,Cruisers Bicycles,2017,439.99,9,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Electra,Cruisers Bicycles,2017,599.99,23,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,"Electra Girl's Hawaii 1 16"" - 2017",Electra,Cruisers Bicycles,2017,299.99,15,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Glam Punk 3i Ladies' - 2017,Electra,Cruisers Bicycles,2017,799.99,16,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Biscayne Tandem CB - 2017,Sun Bicycles,Cruisers Bicycles,2017,647.99,13,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Sun Bicycles,Cruisers Bicycles,2017,402.99,13,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Brickell Tandem CB - 2017,Sun Bicycles,Cruisers Bicycles,2017,761.99,11,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra,Cruisers Bicycles,2017,1099.99,25,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Amsterdam Original 3i Ladies' - 2017,Electra,Cruisers Bicycles,2017,659.99,1,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Boy's Kickster - 2015/2017,Trek,Children Bicycles,2017,149.99,13,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Lil Kitt'n - 2017,Sun Bicycles,Children Bicycles,2017,109.99,11,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro Downtown 16 - 2017,Haro,Children Bicycles,2017,329.99,23,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Girl's Kickster - 2017,Trek,Children Bicycles,2017,149.99,19,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 12 Boys - 2017,Trek,Children Bicycles,2017,189.99,27,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 12 Girls - 2017,Trek,Children Bicycles,2017,189.99,7,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 16 Boys - 2017,Trek,Children Bicycles,2017,209.99,9,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 16 Girls - 2017,Trek,Children Bicycles,2017,209.99,4,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 24 (21-Speed) - Girls - 2017,Trek,Children Bicycles,2017,349.99,8,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro Shredder 20 - 2017,Haro,Children Bicycles,2017,209.99,0,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro Shredder 20 - 2017,Haro,Children Bicycles,2017,209.99,0,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro Shredder 20 Girls - 2017,Haro,Children Bicycles,2017,209.99,22,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro Shredder 20 Girls - 2017,Haro,Children Bicycles,2017,209.99,22,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro Shredder Pro 20 - 2017,Haro,Children Bicycles,2017,249.99,6,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Haro Shredder Pro 20 - 2017,Haro,Children Bicycles,2017,249.99,6,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,"Electra Girl's Hawaii 1 16"" - 2017",Electra,Children Bicycles,2017,299.99,25,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Moto 3i (20-inch) - Boy's - 2017,Electra,Children Bicycles,2017,349.99,20,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Savannah 3i (20-inch) - Girl's - 2017,Electra,Children Bicycles,2017,349.99,20,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Straight 8 3i (20-inch) - Boy's - 2017,Electra,Children Bicycles,2017,489.99,28,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Electra,Children Bicycles,2017,299.99,28,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Electra,Children Bicycles,2017,489.99,15,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Townie 7D (20-inch) - Boys' - 2017,Electra,Children Bicycles,2017,339.99,17,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D - 2017,Electra,Comfort Bicycles,2017,489.99,9,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Streamway 3 - 2017,Sun Bicycles,Comfort Bicycles,2017,551.99,13,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Streamway - 2017,Sun Bicycles,Comfort Bicycles,2017,481.99,25,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Streamway 7 - 2017,Sun Bicycles,Comfort Bicycles,2017,533.99,7,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Cruz 3 - 2017,Sun Bicycles,Comfort Bicycles,2017,449.99,30,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Cruz 7 - 2017,Sun Bicycles,Comfort Bicycles,2017,416.99,20,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Cruz 3 - Women's - 2017,Sun Bicycles,Comfort Bicycles,2017,449.99,15,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Cruz 7 - Women's - 2017,Sun Bicycles,Comfort Bicycles,2017,416.99,30,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Drifter 7 - 2017,Sun Bicycles,Comfort Bicycles,2017,470.99,1,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Sun Bicycles Drifter 7 - Women's - 2017,Sun Bicycles,Comfort Bicycles,2017,470.99,11,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek 820 - 2018,Trek,Mountain Bikes,2018,379.99,17,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Marlin 5 - 2018,Trek,Mountain Bikes,2018,489.99,24,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Marlin 6 - 2018,Trek,Mountain Bikes,2018,579.99,3,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Fuel EX 8 29 - 2018,Trek,Mountain Bikes,2018,3199.99,10,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Marlin 7 - 2017/2018,Trek,Mountain Bikes,2018,749.99,24,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Ticket S Frame - 2018,Trek,Mountain Bikes,2018,1469.99,15,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek X-Caliber 8 - 2018,Trek,Mountain Bikes,2018,999.99,12,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Kids' Neko - 2018,Trek,Mountain Bikes,2018,469.99,17,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Fuel EX 7 29 - 2018,Trek,Mountain Bikes,2018,2499.99,23,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Surly Krampus Frameset - 2018,Surly,Mountain Bikes,2018,2499.99,19,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Surly Troll Frameset - 2018,Surly,Mountain Bikes,2018,2499.99,22,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Farley Carbon Frameset - 2018,Trek,Mountain Bikes,2018,999.99,8,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Surly Krampus - 2018,Surly,Mountain Bikes,2018,1499.0,23,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Kids' Dual Sport - 2018,Trek,Mountain Bikes,2018,469.99,22,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Surly Big Fat Dummy Frameset - 2018,Surly,Mountain Bikes,2018,469.99,28,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Surly Pack Rat Frameset - 2018,Surly,Mountain Bikes,2018,469.99,12,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Surly ECR 27.5 - 2018,Surly,Mountain Bikes,2018,1899.0,11,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek X-Caliber 7 - 2018,Trek,Mountain Bikes,2018,919.99,21,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Stache Carbon Frameset - 2018,Trek,Mountain Bikes,2018,919.99,22,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Heller Bloodhound Trail - 2018,Heller,Mountain Bikes,2018,2599.0,20,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Procal AL Frameset - 2018,Trek,Mountain Bikes,2018,1499.99,1,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Procaliber Frameset - 2018,Trek,Mountain Bikes,2018,1499.99,9,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 27.5 C Frameset - 2018,Trek,Mountain Bikes,2018,1499.99,26,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek X-Caliber Frameset - 2018,Trek,Mountain Bikes,2018,1499.99,15,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Procaliber 6 - 2018,Trek,Mountain Bikes,2018,1799.99,12,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Heller Shagamaw GX1 - 2018,Heller,Mountain Bikes,2018,2599.0,12,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Fuel EX 5 Plus - 2018,Trek,Mountain Bikes,2018,2249.99,6,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 7 27.5 - 2018,Trek,Mountain Bikes,2018,2999.99,17,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 9.8 27.5 - 2018,Trek,Mountain Bikes,2018,4999.99,3,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Stache 5 - 2018,Trek,Mountain Bikes,2018,1599.99,21,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Fuel EX 8 29 XT - 2018,Trek,Mountain Bikes,2018,3199.99,22,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane ALR 3 - 2018,Trek,Road Bikes,2018,1099.99,19,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane ALR 4 Disc - 2018,Trek,Road Bikes,2018,1549.99,7,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane ALR 5 Disc - 2018,Trek,Road Bikes,2018,1799.99,5,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR 6 - 2018,Trek,Road Bikes,2018,4999.99,6,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane ALR 5 Gravel - 2018,Trek,Road Bikes,2018,1799.99,8,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 8 Disc - 2018,Trek,Road Bikes,2018,5499.99,6,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR 8 Disc - 2018,Trek,Road Bikes,2018,7499.99,1,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Emonda SL 7 - 2018,Trek,Road Bikes,2018,4499.99,22,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane ALR 4 Disc Women's - 2018,Trek,Road Bikes,2018,1549.99,24,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 5 Disc Women's - 2018,Trek,Road Bikes,2018,2499.99,12,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 7 Women's - 2018,Trek,Road Bikes,2018,4999.99,25,2026-04-01 21:38:58.421075,DataLake
Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR 6 Disc Women's - 2018,Trek,Road Bikes,2018,5499.99,13,2026-04-01 21:38:58.421075,DataLake
