order_id,item_id,product_id,quantity,list_price,discount,extraction_timestamp,data_source,net_revenue_usd,net_revenue_EGP,net_revenue_EUR,net_revenue_GBP,net_revenue_AED,net_revenue_SAR
19,2,9,2,2999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,4799.98,256896.19,4145.42,3608.8,17631.05,18017.32
20,1,9,1,2999.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,2789.99,149321.0,2409.52,2097.62,10248.05,10472.58
20,2,10,2,1549.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,2881.14,154199.37,2488.24,2166.15,10582.86,10814.72
21,1,14,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
21,2,17,1,429.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,386.1,20664.17,333.45,290.28,1418.2,1449.27
21,3,10,1,1549.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1440.57,77099.69,1244.12,1083.07,5291.43,5407.36
22,1,15,2,529.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,847.98,45384.11,732.34,637.54,3114.76,3183.0
22,2,22,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
23,1,4,2,2899.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,5509.98,294895.58,4758.6,4142.61,20238.98,20682.4
23,2,23,2,299.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,539.98,28899.87,466.34,405.98,1983.43,2026.88
23,3,13,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
24,1,3,2,999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1799.98,96335.4,1554.52,1353.29,6611.6,6756.45
24,2,18,2,449.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,835.14,44696.91,721.25,627.89,3067.59,3134.8
25,1,23,2,299.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,479.98,25688.66,414.53,360.87,1763.04,1801.66
25,2,10,2,1549.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2478.4,132644.62,2140.43,1863.35,9103.53,9302.98
25,3,22,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
25,4,14,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
25,5,21,1,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,242.99,13004.89,209.85,182.69,892.54,912.09
26,1,7,1,3999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,3799.99,203376.46,3281.79,2856.97,13957.93,14263.74
26,2,2,1,749.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,599.99,32111.62,518.17,451.09,2203.85,2252.14
26,3,12,1,549.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,439.99,23548.38,379.99,330.8,1616.15,1651.56
26,4,21,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
27,1,5,1,1320.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1056.79,56559.68,912.68,794.53,3881.75,3966.79
27,2,19,1,449.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,359.2,19224.48,310.22,270.06,1319.4,1348.3
27,3,26,2,599.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1115.98,59727.54,963.8,839.04,4099.16,4188.97
27,4,8,1,1799.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1673.99,89592.39,1445.71,1258.57,6148.82,6283.53
28,1,5,1,1320.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1254.94,67164.72,1083.81,943.51,4609.58,4710.57
28,2,7,2,3999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,6399.98,342528.61,5527.23,4811.74,23508.09,24023.12
28,3,14,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
28,4,6,1,469.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,446.49,23896.26,385.6,335.69,1640.02,1675.96
29,1,24,2,549.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1044.98,55927.6,902.48,785.65,3838.37,3922.46
29,2,6,1,469.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,375.99,20123.08,324.72,282.68,1381.07,1411.33
29,3,21,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
29,4,8,1,1799.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1439.99,77068.64,1243.62,1082.64,5289.3,5405.18
29,5,14,2,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,512.98,27454.82,443.03,385.68,1884.25,1925.53
30,1,26,1,599.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,569.99,30506.01,492.26,428.54,2093.66,2139.53
30,2,17,1,429.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,398.97,21352.98,344.56,299.96,1465.48,1497.58
30,3,19,1,449.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,404.1,21627.54,348.99,303.82,1484.32,1516.84
30,4,4,1,2899.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,2609.99,139687.35,2254.07,1962.29,9586.88,9796.92
30,5,7,2,3999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,7199.98,385344.82,6218.13,5413.21,26446.61,27026.02
31,1,11,2,1680.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,3193.88,170937.3,2758.34,2401.28,11731.6,11988.63
31,2,9,2,2999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,4799.98,256896.19,4145.42,3608.8,17631.05,18017.32
32,1,8,2,1799.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,3347.98,179184.77,2891.42,2517.14,12297.63,12567.06
32,2,12,2,549.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1022.98,54750.16,883.48,769.11,3757.56,3839.88
32,3,25,2,499.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,899.98,48167.17,777.25,676.64,3305.76,3378.19
33,1,23,2,299.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,557.98,29863.24,481.89,419.51,2049.54,2094.45
33,2,7,1,3999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,3599.99,192672.41,3109.07,2706.61,13223.3,13513.01
34,1,8,2,1799.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,3347.98,179184.77,2891.42,2517.14,12297.63,12567.06
34,2,10,2,1549.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,2788.2,149225.2,2407.98,2096.27,10241.48,10465.86
34,3,17,2,429.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,686.4,36736.31,592.8,516.06,2521.25,2576.49
35,1,18,1,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,426.55,22829.07,368.38,320.7,1566.78,1601.11
35,2,20,2,599.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1139.98,61012.03,984.52,857.08,4187.32,4279.06
35,3,5,1,1320.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1056.79,56559.68,912.68,794.53,3881.75,3966.79
35,4,21,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
35,5,22,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
36,1,9,1,2999.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,2789.99,149321.0,2409.52,2097.62,10248.05,10472.58
36,2,5,1,1320.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1254.94,67164.72,1083.81,943.51,4609.58,4710.57
36,3,3,2,999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1599.98,85631.35,1381.79,1202.92,5876.97,6005.72
37,1,16,2,599.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1139.98,61012.03,984.52,857.08,4187.32,4279.06
38,1,7,2,3999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,7599.98,406752.93,6563.59,5713.95,27915.87,28527.47
38,2,23,1,299.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,278.99,14931.62,240.94,209.76,1024.77,1047.22
38,3,25,1,499.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,399.99,21407.57,345.44,300.73,1469.22,1501.41
38,4,10,2,1549.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,2788.2,149225.2,2407.98,2096.27,10241.48,10465.86
38,5,24,1,549.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,511.49,27375.08,441.74,384.56,1878.78,1919.94
39,1,22,2,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,431.98,23119.68,373.07,324.78,1586.73,1621.49
39,2,16,2,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,959.98,51378.38,829.07,721.75,3526.15,3603.4
39,3,3,2,999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1899.98,101687.43,1640.88,1428.48,6978.91,7131.81
39,4,15,1,529.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,476.99,25528.63,411.94,358.62,1752.06,1790.44
40,1,17,1,429.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,343.2,18368.15,296.4,258.03,1260.63,1288.24
40,2,8,2,1799.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2879.98,154137.29,2487.24,2165.28,10578.6,10810.36
41,1,5,1,1320.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1188.89,63629.71,1026.76,893.85,4366.97,4462.65
41,2,19,2,449.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,718.4,38448.96,620.43,540.12,2638.79,2696.6
41,3,26,2,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,959.98,51378.38,829.07,721.75,3526.15,3603.4
42,1,19,1,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,426.55,22829.07,368.38,320.7,1566.78,1601.11
43,1,13,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
43,2,12,2,549.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1044.98,55927.6,902.48,785.65,3838.37,3922.46
44,1,7,1,3999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,3599.99,192672.41,3109.07,2706.61,13223.3,13513.01
44,2,16,1,599.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,569.99,30506.01,492.26,428.54,2093.66,2139.53
45,1,4,2,2899.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,4639.98,248332.95,4007.24,3488.51,17043.34,17416.74
45,2,22,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
45,3,21,2,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,512.98,27454.82,443.03,385.68,1884.25,1925.53
46,1,17,1,429.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,386.1,20664.17,333.45,290.28,1418.2,1449.27
47,1,6,1,469.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,446.49,23896.26,385.6,335.69,1640.02,1675.96
47,2,15,1,529.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,476.99,25528.63,411.94,358.62,1752.06,1790.44
47,3,25,2,499.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,929.98,49772.77,803.16,699.19,3415.96,3490.8
47,4,13,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
48,1,11,1,1680.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1512.89,80970.27,1306.58,1137.45,5557.07,5678.82
48,2,4,1,2899.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2319.99,124166.47,2003.62,1744.25,8521.67,8708.37
48,3,5,2,1320.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,2377.78,127259.41,2053.53,1787.7,8733.94,8925.29
48,4,14,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
49,1,13,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
50,1,3,1,999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,949.99,50843.71,820.44,714.24,3489.46,3565.91
50,2,26,2,599.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1115.98,59727.54,963.8,839.04,4099.16,4188.97
50,3,13,2,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,431.98,23119.68,373.07,324.78,1586.73,1621.49
51,1,13,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
51,2,20,1,599.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,569.99,30506.01,492.26,428.54,2093.66,2139.53
51,3,26,2,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,959.98,51378.38,829.07,721.75,3526.15,3603.4
52,1,25,1,499.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,464.99,24886.39,401.58,349.6,1707.98,1745.4
53,1,8,2,1799.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2879.98,154137.29,2487.24,2165.28,10578.6,10810.36
53,2,23,2,299.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,569.98,30505.48,492.25,428.53,2093.62,2139.49
53,3,14,2,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,431.98,23119.68,373.07,324.78,1586.73,1621.49
53,4,25,2,499.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,899.98,48167.17,777.25,676.64,3305.76,3378.19
54,1,26,2,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,959.98,51378.38,829.07,721.75,3526.15,3603.4
54,2,3,1,999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,799.99,42815.68,690.9,601.46,2938.48,3002.86
55,1,21,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
55,2,25,2,499.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,799.98,42815.14,690.89,601.45,2938.45,3002.82
55,3,15,2,529.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,847.98,45384.11,732.34,637.54,3114.76,3183.0
56,1,20,2,599.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1115.98,59727.54,963.8,839.04,4099.16,4188.97
57,1,23,2,299.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,539.98,28899.87,466.34,405.98,1983.43,2026.88
57,2,19,2,449.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,718.4,38448.96,620.43,540.12,2638.79,2696.6
57,3,13,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
58,1,14,2,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,512.98,27454.82,443.03,385.68,1884.25,1925.53
58,2,18,1,449.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,417.57,22348.46,360.63,313.94,1533.8,1567.4
58,3,23,1,299.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,269.99,14449.94,233.17,202.99,991.71,1013.44
59,1,21,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
59,2,2,1,749.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,674.99,36125.64,582.94,507.48,2479.34,2533.66
59,3,17,2,429.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,772.2,41328.35,666.9,580.57,2836.41,2898.55
60,1,14,2,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,512.98,27454.82,443.03,385.68,1884.25,1925.53
60,2,4,1,2899.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,2609.99,139687.35,2254.07,1962.29,9586.88,9796.92
60,3,15,1,529.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,492.89,26379.6,425.68,370.57,1810.46,1850.12
60,4,22,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
61,1,25,1,499.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,449.99,24083.58,388.63,338.32,1652.88,1689.09
61,2,15,2,529.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1006.98,53893.83,869.66,757.08,3698.79,3779.83
61,3,5,2,1320.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2113.58,113119.36,1825.36,1589.07,7763.5,7933.59
62,1,14,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
62,2,8,2,1799.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,3239.98,173404.58,2798.15,2435.94,11900.93,12161.67
62,3,22,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
63,1,25,2,499.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,899.98,48167.17,777.25,676.64,3305.76,3378.19
63,2,19,2,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,853.1,45658.14,736.76,641.39,3133.56,3202.22
63,3,3,1,999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,899.99,48167.7,777.26,676.65,3305.8,3378.22
64,1,25,2,499.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,899.98,48167.17,777.25,676.64,3305.76,3378.19
64,2,22,2,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,431.98,23119.68,373.07,324.78,1586.73,1621.49
64,3,23,2,299.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,479.98,25688.66,414.53,360.87,1763.04,1801.66
64,4,24,2,549.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,989.98,52983.99,854.98,744.3,3636.35,3716.01
65,1,12,1,549.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,494.99,26491.99,427.49,372.15,1818.17,1858.01
66,1,2,1,749.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,599.99,32111.62,518.17,451.09,2203.85,2252.14
66,2,23,1,299.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,278.99,14931.62,240.94,209.76,1024.77,1047.22
66,3,12,1,549.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,511.49,27375.08,441.74,384.56,1878.78,1919.94
